id_order;order_time;assign_time
11454269;02.08.2022 16:08:28;02.08.2022 16:10:45
11458159;01.08.2022 21:06:36;01.08.2022 21:10:29
11456646;02.08.2022 6:58:28;02.08.2022 7:03:57
11456568;02.08.2022 23:15:19;02.08.2022 23:17:32
11455722;01.08.2022 5:09:47;01.08.2022 5:12:40
11456786;01.08.2022 21:58:18;01.08.2022 22:01:35
11458119;01.08.2022 4:52:58;01.08.2022 4:55:18
11457062;01.08.2022 16:15:59;01.08.2022 16:18:18
11458302;02.08.2022 4:15:13;02.08.2022 4:17:35
11455210;01.08.2022 21:13:48;01.08.2022 21:15:38
11456748;01.08.2022 22:08:53;01.08.2022 22:11:00
11455634;02.08.2022 12:02:20;02.08.2022 12:04:08
11454534;02.08.2022 21:57:16;02.08.2022 21:58:29
11454941;01.08.2022 6:58:59;01.08.2022 7:01:16
11455331;01.08.2022 15:24:39;01.08.2022 15:26:47
11457893;01.08.2022 17:38:49;01.08.2022 17:42:04
11454111;02.08.2022 21:58:33;02.08.2022 22:00:41
11453858;01.08.2022 23:18:42;01.08.2022 23:21:36
11455435;01.08.2022 23:07:54;01.08.2022 23:08:53
11458477;02.08.2022 1:17:56;02.08.2022 1:19:21
11453787;02.08.2022 2:46:47;02.08.2022 2:49:06
11453927;02.08.2022 19:31:00;02.08.2022 19:32:07
11453305;02.08.2022 20:40:12;02.08.2022 20:42:01
11456641;01.08.2022 9:29:01;01.08.2022 9:30:44
11454620;02.08.2022 17:56:37;02.08.2022 17:57:31
11458785;01.08.2022 10:20:46;01.08.2022 10:22:39
11458583;01.08.2022 15:05:43;01.08.2022 15:06:51
11454274;01.08.2022 8:33:43;01.08.2022 8:36:42
11455010;01.08.2022 5:00:28;01.08.2022 5:03:01
11458401;02.08.2022 2:39:36;02.08.2022 2:39:55
11457671;02.08.2022 5:44:58;02.08.2022 5:47:16
11457552;01.08.2022 8:47:02;01.08.2022 8:48:30
11456227;01.08.2022 2:55:26;01.08.2022 2:57:42
11457992;01.08.2022 7:03:37;01.08.2022 7:04:09
11454134;02.08.2022 1:38:54;02.08.2022 1:43:29
11457026;01.08.2022 4:32:13;01.08.2022 4:37:22
11457199;02.08.2022 9:15:09;02.08.2022 9:16:33
11457518;02.08.2022 1:21:36;02.08.2022 1:24:27
11457393;02.08.2022 20:05:44;02.08.2022 20:07:17
11455479;01.08.2022 3:24:59;01.08.2022 3:26:20
11454966;02.08.2022 9:09:18;02.08.2022 9:12:22
11458993;01.08.2022 20:08:37;01.08.2022 20:29:11
11458408;01.08.2022 11:26:33;01.08.2022 11:28:22
11455945;01.08.2022 19:57:16;01.08.2022 20:01:05
11453897;02.08.2022 5:09:57;02.08.2022 5:10:41
11455401;02.08.2022 20:41:30;02.08.2022 20:43:21
11456398;01.08.2022 16:51:31;01.08.2022 16:53:38
11453183;02.08.2022 23:51:36;02.08.2022 23:54:14
11457390;01.08.2022 4:03:42;01.08.2022 4:07:03
11454045;01.08.2022 4:09:22;01.08.2022 4:10:46
11458241;01.08.2022 23:38:10;01.08.2022 23:39:17
11453464;01.08.2022 6:25:29;01.08.2022 6:28:14
11457233;02.08.2022 15:18:01;02.08.2022 15:20:06
11458638;01.08.2022 0:17:51;01.08.2022 0:21:04
11455290;01.08.2022 17:53:26;01.08.2022 17:56:20
11457509;02.08.2022 18:00:22;02.08.2022 18:03:05
11453460;01.08.2022 16:11:59;01.08.2022 16:16:47
11458865;02.08.2022 18:36:12;02.08.2022 18:56:47
11453992;02.08.2022 13:42:41;02.08.2022 13:44:11
11456832;01.08.2022 8:20:06;01.08.2022 8:24:18
11456942;01.08.2022 2:32:30;01.08.2022 2:34:34
11457502;01.08.2022 6:44:12;01.08.2022 6:46:44
11457063;01.08.2022 8:28:31;01.08.2022 8:32:03
11454068;01.08.2022 20:45:50;01.08.2022 20:46:29
11455820;01.08.2022 19:40:14;01.08.2022 19:43:59
11458044;02.08.2022 16:09:22;02.08.2022 16:12:08
11456343;01.08.2022 3:07:39;01.08.2022 3:08:49
11456936;02.08.2022 1:40:50;02.08.2022 1:43:14
11456691;01.08.2022 1:38:11;01.08.2022 1:40:32
11453791;02.08.2022 22:15:59;02.08.2022 22:17:46
11455466;01.08.2022 2:43:54;01.08.2022 2:47:08
11454754;01.08.2022 14:23:05;01.08.2022 14:24:17
11456572;02.08.2022 23:08:31;02.08.2022 23:09:53
11455251;01.08.2022 8:42:34;01.08.2022 8:47:21
11456583;01.08.2022 4:08:53;01.08.2022 4:11:31
11455403;02.08.2022 22:19:06;02.08.2022 22:20:14
11458628;02.08.2022 15:04:40;02.08.2022 15:06:12
11457283;01.08.2022 10:57:27;01.08.2022 11:00:07
11457436;01.08.2022 6:20:54;01.08.2022 6:26:21
11456662;02.08.2022 11:42:50;02.08.2022 11:45:30
11456353;01.08.2022 5:45:30;01.08.2022 5:46:52
11458359;02.08.2022 17:11:21;02.08.2022 17:12:42
11453929;02.08.2022 16:37:50;02.08.2022 16:38:51
11455590;02.08.2022 18:19:19;02.08.2022 18:20:58
11458336;02.08.2022 14:16:29;02.08.2022 14:18:26
11453848;01.08.2022 18:02:39;01.08.2022 18:05:15
11458856;02.08.2022 0:18:57;02.08.2022 0:39:31
11456558;01.08.2022 9:48:32;01.08.2022 9:51:31
11458748;01.08.2022 17:41:20;01.08.2022 17:46:17
11456524;01.08.2022 8:51:08;01.08.2022 8:55:50
11454733;02.08.2022 9:06:20;02.08.2022 9:09:04
11458286;02.08.2022 5:02:43;02.08.2022 5:04:36
11453197;01.08.2022 12:26:28;01.08.2022 12:29:10
11458491;02.08.2022 21:17:54;02.08.2022 21:20:32
11457590;02.08.2022 16:04:07;02.08.2022 16:09:33
11453381;02.08.2022 19:20:17;02.08.2022 19:21:51
11458566;02.08.2022 15:56:05;02.08.2022 15:59:23
11458232;01.08.2022 4:03:50;01.08.2022 4:06:52
11455866;01.08.2022 10:20:02;01.08.2022 10:24:02
11457608;02.08.2022 7:56:29;02.08.2022 7:59:10
11453770;01.08.2022 19:42:53;01.08.2022 19:43:53
11457539;02.08.2022 14:32:30;02.08.2022 14:34:49
11455464;01.08.2022 15:58:33;01.08.2022 16:02:02
11456812;02.08.2022 11:48:53;02.08.2022 11:51:23
11453920;02.08.2022 12:57:30;02.08.2022 12:59:44
11455920;01.08.2022 1:45:09;01.08.2022 1:46:27
11455009;01.08.2022 12:55:48;01.08.2022 12:56:32
11453446;02.08.2022 11:49:56;02.08.2022 11:51:21
11456095;02.08.2022 19:00:15;02.08.2022 19:05:40
11453125;01.08.2022 9:13:09;01.08.2022 9:13:27
11456493;01.08.2022 6:03:19;01.08.2022 6:05:55
11458061;02.08.2022 17:49:06;02.08.2022 17:50:43
11453892;02.08.2022 2:42:59;02.08.2022 2:43:02
11454142;02.08.2022 14:44:28;02.08.2022 14:46:19
11458321;02.08.2022 17:25:26;02.08.2022 17:28:09
11455888;02.08.2022 15:12:11;02.08.2022 15:14:44
11456775;01.08.2022 0:45:34;01.08.2022 0:49:10
11456630;02.08.2022 19:21:52;02.08.2022 19:25:01
11453653;02.08.2022 4:12:47;02.08.2022 4:14:37
11454712;01.08.2022 21:08:36;01.08.2022 21:11:48
11453759;02.08.2022 17:11:45;02.08.2022 17:12:58
11456772;01.08.2022 22:54:26;01.08.2022 22:56:10
11456446;01.08.2022 19:13:50;01.08.2022 19:16:58
11458495;01.08.2022 8:40:03;01.08.2022 8:42:54
11458306;02.08.2022 7:06:33;02.08.2022 7:08:30
11456187;01.08.2022 4:52:27;01.08.2022 4:55:57
11458702;02.08.2022 3:27:05;02.08.2022 3:28:44
11454507;01.08.2022 17:04:33;01.08.2022 17:05:36
11455050;02.08.2022 5:13:15;02.08.2022 5:16:12
11455564;01.08.2022 6:55:25;01.08.2022 6:58:15
11454256;02.08.2022 0:47:19;02.08.2022 0:48:52
11457497;01.08.2022 11:50:32;01.08.2022 11:54:00
11458800;02.08.2022 8:48:59;02.08.2022 8:50:47
11458104;02.08.2022 18:36:46;02.08.2022 18:40:00
11458723;01.08.2022 15:36:00;01.08.2022 15:37:51
11453654;01.08.2022 0:58:07;01.08.2022 0:59:33
11454759;01.08.2022 11:37:42;01.08.2022 11:39:47
11458689;01.08.2022 22:06:07;01.08.2022 22:08:46
11458136;02.08.2022 8:46:47;02.08.2022 8:49:08
11454002;01.08.2022 2:18:27;01.08.2022 2:18:34
11453172;02.08.2022 16:26:02;02.08.2022 16:29:00
11456939;01.08.2022 15:10:10;01.08.2022 15:15:54
11456745;01.08.2022 16:39:44;01.08.2022 16:42:34
11453887;02.08.2022 9:33:54;02.08.2022 9:35:04
11455337;01.08.2022 6:52:23;01.08.2022 6:54:06
11458745;02.08.2022 2:24:15;02.08.2022 2:26:11
11453459;01.08.2022 20:12:49;01.08.2022 20:15:36
11454162;01.08.2022 8:41:05;01.08.2022 8:43:07
11458506;01.08.2022 23:33:22;01.08.2022 23:34:27
11454055;01.08.2022 20:27:43;01.08.2022 20:29:11
11455375;02.08.2022 22:24:42;02.08.2022 22:27:03
11455095;02.08.2022 6:54:05;02.08.2022 6:55:30
11458511;02.08.2022 20:18:00;02.08.2022 20:19:49
11456579;01.08.2022 18:57:00;01.08.2022 19:02:27
11454407;01.08.2022 9:04:54;01.08.2022 9:09:39
11457650;01.08.2022 16:31:00;01.08.2022 16:32:43
11456338;01.08.2022 5:20:42;01.08.2022 5:24:20
11457311;02.08.2022 0:32:40;02.08.2022 0:34:58
11458469;01.08.2022 15:51:01;01.08.2022 15:53:39
11456692;01.08.2022 2:25:42;01.08.2022 2:27:28
11453793;01.08.2022 13:10:23;01.08.2022 13:15:42
11457732;01.08.2022 0:26:00;01.08.2022 0:27:24
11458874;02.08.2022 20:11:40;02.08.2022 20:32:15
11457481;02.08.2022 1:38:28;02.08.2022 1:41:46
11458612;01.08.2022 10:07:32;01.08.2022 10:09:37
11455560;02.08.2022 11:27:57;02.08.2022 11:30:47
11457811;01.08.2022 10:27:36;01.08.2022 10:29:16
11453291;01.08.2022 18:57:50;01.08.2022 19:00:35
11458487;01.08.2022 16:43:02;01.08.2022 16:45:24
11453413;02.08.2022 1:26:47;02.08.2022 1:27:32
11456720;01.08.2022 2:16:46;01.08.2022 2:19:08
11457468;02.08.2022 1:24:04;02.08.2022 1:26:56
11457255;01.08.2022 14:03:29;01.08.2022 14:06:19
11457461;01.08.2022 19:35:56;01.08.2022 19:37:41
11453709;01.08.2022 0:09:19;01.08.2022 0:11:22
11457657;02.08.2022 6:04:07;02.08.2022 6:07:20
11454042;02.08.2022 10:58:41;02.08.2022 10:59:38
11455164;02.08.2022 3:39:15;02.08.2022 3:41:29
11454591;01.08.2022 14:22:26;01.08.2022 14:27:53
11453719;02.08.2022 9:05:35;02.08.2022 9:07:45
11455169;01.08.2022 2:33:21;01.08.2022 2:33:34
11456950;02.08.2022 0:26:55;02.08.2022 0:27:34
11456384;01.08.2022 10:46:33;01.08.2022 10:48:07
11453827;01.08.2022 0:52:54;01.08.2022 0:56:11
11453977;02.08.2022 2:53:55;02.08.2022 2:55:14
11458021;02.08.2022 1:14:28;02.08.2022 1:20:00
11457719;01.08.2022 8:12:37;01.08.2022 8:14:04
11454964;01.08.2022 5:59:06;01.08.2022 6:02:06
11454409;01.08.2022 6:50:28;01.08.2022 6:54:13
11455507;02.08.2022 15:11:58;02.08.2022 15:14:30
11458497;01.08.2022 14:27:51;01.08.2022 14:30:41
11454982;01.08.2022 20:07:55;01.08.2022 20:10:10
11454361;02.08.2022 3:00:30;02.08.2022 3:06:10
11457073;01.08.2022 4:01:38;01.08.2022 4:03:26
11456407;01.08.2022 8:55:22;01.08.2022 8:55:26
11456263;02.08.2022 6:20:51;02.08.2022 6:23:00
11457066;01.08.2022 6:41:45;01.08.2022 6:43:17
11453652;02.08.2022 20:37:51;02.08.2022 20:40:51
11453308;01.08.2022 16:07:19;01.08.2022 16:10:26
11454081;01.08.2022 23:29:10;01.08.2022 23:31:41
11454166;02.08.2022 15:43:59;02.08.2022 15:45:54
11455082;01.08.2022 8:49:14;01.08.2022 8:50:32
11454950;01.08.2022 1:43:50;01.08.2022 1:46:03
11457581;01.08.2022 16:09:34;01.08.2022 16:11:34
11457304;02.08.2022 17:21:13;02.08.2022 17:24:39
11454319;02.08.2022 8:52:37;02.08.2022 8:55:16
11457965;02.08.2022 5:17:52;02.08.2022 5:19:09
11455755;02.08.2022 13:58:07;02.08.2022 14:00:02
11455616;01.08.2022 12:39:40;01.08.2022 12:41:59
11454084;02.08.2022 8:49:26;02.08.2022 8:51:42
11458977;01.08.2022 9:33:23;01.08.2022 9:53:58
11456359;02.08.2022 13:54:10;02.08.2022 13:59:46
11456500;01.08.2022 7:37:32;01.08.2022 7:39:42
11455076;02.08.2022 15:04:15;02.08.2022 15:07:29
11457942;01.08.2022 7:16:42;01.08.2022 7:18:02
11455257;02.08.2022 7:28:38;02.08.2022 7:30:39
11458485;01.08.2022 19:32:47;01.08.2022 19:36:32
11453632;01.08.2022 14:06:16;01.08.2022 14:08:44
11456346;02.08.2022 10:38:31;02.08.2022 10:41:08
11453739;02.08.2022 16:26:53;02.08.2022 16:28:18
11456005;01.08.2022 14:45:21;01.08.2022 14:50:47
11457704;02.08.2022 20:20:16;02.08.2022 20:22:01
11456114;02.08.2022 23:40:29;02.08.2022 23:43:55
11453756;02.08.2022 20:09:07;02.08.2022 20:10:22
11454405;01.08.2022 11:59:29;01.08.2022 12:01:25
11455063;02.08.2022 17:36:28;02.08.2022 17:37:55
11454408;01.08.2022 9:26:27;01.08.2022 9:28:15
11454750;02.08.2022 23:17:27;02.08.2022 23:19:09
11453443;01.08.2022 21:05:17;01.08.2022 21:07:24
11455806;01.08.2022 10:46:29;01.08.2022 10:49:23
11455626;01.08.2022 7:08:20;01.08.2022 7:09:42
11454705;01.08.2022 23:46:00;01.08.2022 23:46:24
11457101;02.08.2022 10:59:56;02.08.2022 11:00:37
11457087;01.08.2022 1:36:46;01.08.2022 1:39:38
11458707;01.08.2022 13:42:22;01.08.2022 13:43:36
11456014;02.08.2022 23:46:35;02.08.2022 23:48:36
11458314;01.08.2022 4:03:18;01.08.2022 4:07:01
11458705;02.08.2022 10:10:38;02.08.2022 10:13:21
11455522;01.08.2022 19:01:18;01.08.2022 19:03:40
11454543;02.08.2022 12:07:13;02.08.2022 12:11:56
11453591;02.08.2022 23:30:54;02.08.2022 23:32:27
11458117;01.08.2022 15:51:30;01.08.2022 15:53:11
11457368;02.08.2022 20:58:53;02.08.2022 21:00:02
11455150;02.08.2022 11:15:54;02.08.2022 11:16:47
11455828;02.08.2022 18:23:41;02.08.2022 18:27:03
11458594;02.08.2022 4:39:12;02.08.2022 4:40:23
11458065;01.08.2022 9:03:30;01.08.2022 9:05:18
11456235;01.08.2022 5:13:48;01.08.2022 5:17:08
11455274;01.08.2022 14:52:57;01.08.2022 14:55:10
11458208;01.08.2022 4:18:41;01.08.2022 4:20:17
11455309;01.08.2022 20:42:23;01.08.2022 20:45:06
11454990;02.08.2022 14:07:20;02.08.2022 14:10:58
11458846;01.08.2022 20:16:36;01.08.2022 20:17:55
11456660;01.08.2022 21:59:17;01.08.2022 22:01:36
11455974;01.08.2022 7:46:35;01.08.2022 7:48:39
11457647;02.08.2022 10:22:56;02.08.2022 10:24:16
11453980;02.08.2022 4:11:04;02.08.2022 4:13:17
11458438;02.08.2022 11:38:56;02.08.2022 11:43:14
11453450;02.08.2022 2:28:17;02.08.2022 2:29:39
11454227;02.08.2022 16:42:53;02.08.2022 16:45:00
11457535;01.08.2022 11:08:41;01.08.2022 11:11:11
11457976;02.08.2022 4:51:10;02.08.2022 4:54:06
11453431;01.08.2022 0:18:36;01.08.2022 0:20:57
11455992;02.08.2022 21:44:57;02.08.2022 21:46:49
11457319;01.08.2022 6:03:39;01.08.2022 6:06:24
11457922;01.08.2022 2:43:11;01.08.2022 2:45:34
11454109;02.08.2022 2:38:18;02.08.2022 2:40:01
11455966;02.08.2022 7:17:49;02.08.2022 7:19:45
11456521;01.08.2022 14:29:55;01.08.2022 14:31:46
11455067;01.08.2022 12:24:56;01.08.2022 12:28:02
11454355;02.08.2022 7:09:51;02.08.2022 7:12:02
11454585;02.08.2022 22:29:04;02.08.2022 22:32:05
11454546;02.08.2022 2:55:12;02.08.2022 2:57:23
11455895;01.08.2022 6:10:23;01.08.2022 6:13:13
11456157;01.08.2022 12:16:50;01.08.2022 12:17:20
11454943;02.08.2022 9:36:55;02.08.2022 9:38:44
11456316;01.08.2022 1:50:23;01.08.2022 1:52:30
11457853;02.08.2022 7:47:13;02.08.2022 7:49:36
11454217;01.08.2022 12:57:24;01.08.2022 12:58:28
11455340;02.08.2022 4:33:37;02.08.2022 4:35:45
11454266;02.08.2022 12:22:09;02.08.2022 12:22:24
11457006;01.08.2022 6:44:22;01.08.2022 6:46:15
11454459;01.08.2022 18:44:02;01.08.2022 18:45:55
11455432;02.08.2022 1:46:11;02.08.2022 1:48:51
11454258;01.08.2022 11:40:26;01.08.2022 11:43:20
11456047;02.08.2022 6:16:10;02.08.2022 6:18:56
11455227;02.08.2022 19:05:04;02.08.2022 19:06:22
11459009;02.08.2022 8:07:47;02.08.2022 8:28:21
11457982;02.08.2022 6:33:56;02.08.2022 6:37:45
11453252;02.08.2022 4:21:07;02.08.2022 4:23:23
11455310;01.08.2022 17:57:26;01.08.2022 18:00:47
11454993;02.08.2022 3:42:52;02.08.2022 3:44:41
11454228;02.08.2022 10:10:54;02.08.2022 10:12:32
11454766;02.08.2022 16:20:42;02.08.2022 16:22:47
11456043;02.08.2022 14:45:00;02.08.2022 14:46:42
11458391;02.08.2022 9:25:54;02.08.2022 9:28:05
11458261;01.08.2022 5:19:31;01.08.2022 5:21:58
11456629;01.08.2022 6:58:01;01.08.2022 7:00:53
11453241;01.08.2022 0:13:45;01.08.2022 0:15:13
11455135;01.08.2022 14:14:36;01.08.2022 14:16:18
11455887;02.08.2022 12:20:00;02.08.2022 12:21:54
11455931;01.08.2022 12:16:38;01.08.2022 12:17:44
11453475;02.08.2022 20:30:04;02.08.2022 20:30:48
11454741;01.08.2022 0:27:31;01.08.2022 0:30:07
11456550;01.08.2022 9:13:47;01.08.2022 9:18:11
11456730;01.08.2022 0:38:56;01.08.2022 0:44:07
11458663;01.08.2022 9:36:11;01.08.2022 9:39:31
11457866;01.08.2022 16:30:39;01.08.2022 16:32:55
11456194;01.08.2022 6:02:17;01.08.2022 6:05:23
11456174;02.08.2022 15:44:24;02.08.2022 15:45:24
11454599;01.08.2022 8:36:40;01.08.2022 8:39:10
11455971;01.08.2022 15:53:56;01.08.2022 15:58:26
11458900;02.08.2022 0:10:02;02.08.2022 0:30:37
11455922;01.08.2022 16:16:02;01.08.2022 16:17:03
11457021;02.08.2022 1:31:40;02.08.2022 1:32:52
11457761;01.08.2022 2:25:54;01.08.2022 2:31:19
11456029;01.08.2022 19:25:42;01.08.2022 19:26:04
11457292;01.08.2022 16:19:32;01.08.2022 16:22:19
11458307;02.08.2022 9:49:43;02.08.2022 9:54:44
11456870;01.08.2022 19:02:15;01.08.2022 19:04:31
11454075;02.08.2022 5:31:15;02.08.2022 5:33:23
11458658;02.08.2022 19:29:56;02.08.2022 19:31:17
11454541;01.08.2022 6:39:52;01.08.2022 6:42:46
11455452;02.08.2022 18:53:20;02.08.2022 18:54:18
11454146;01.08.2022 10:57:15;01.08.2022 10:59:47
11455585;02.08.2022 9:09:36;02.08.2022 9:12:40
11455962;01.08.2022 17:45:25;01.08.2022 17:47:52
11456231;01.08.2022 13:23:57;01.08.2022 13:27:22
11458669;02.08.2022 7:46:18;02.08.2022 7:49:04
11457948;01.08.2022 3:58:17;01.08.2022 4:00:05
11456229;02.08.2022 19:30:21;02.08.2022 19:32:05
11456561;01.08.2022 3:24:47;01.08.2022 3:26:33
11458515;01.08.2022 2:35:25;01.08.2022 2:37:15
11457093;02.08.2022 14:52:46;02.08.2022 14:55:23
11455314;01.08.2022 18:17:32;01.08.2022 18:20:21
11456411;01.08.2022 0:01:47;01.08.2022 0:03:42
11458535;01.08.2022 17:34:36;01.08.2022 17:36:43
11455502;02.08.2022 16:46:28;02.08.2022 16:51:50
11454603;01.08.2022 2:35:31;01.08.2022 2:36:41
11458671;02.08.2022 2:01:57;02.08.2022 2:01:59
11457455;01.08.2022 15:48:00;01.08.2022 15:50:47
11456861;01.08.2022 17:44:00;01.08.2022 17:47:59
11454654;01.08.2022 6:53:33;01.08.2022 6:56:37
11453713;02.08.2022 7:19:11;02.08.2022 7:20:54
11459000;01.08.2022 7:36:21;01.08.2022 7:56:55
11457012;02.08.2022 12:19:39;02.08.2022 12:23:39
11455629;01.08.2022 18:54:35;01.08.2022 18:56:40
11455409;02.08.2022 8:43:21;02.08.2022 8:45:55
11455312;01.08.2022 16:29:15;01.08.2022 16:30:16
11458703;02.08.2022 7:38:28;02.08.2022 7:39:57
11456175;02.08.2022 13:30:51;02.08.2022 13:34:02
